customer_id,customer_name,gender,birthDate,Region,email
160,tPaBxI,True,1989-02-15,South,BOfYF@example.com
161,IEQWfm,False,1995-04-03,North,gCXbt@example.com
162,bTDVld,False,1991-02-11,South,OrsNd@example.com
163,QVpvhX,False,1997-01-08,North,ckBZR@example.com
164,pzfUhx,False,1996-03-05,North,uLpit@example.com
165,IMXvMi,False,1986-03-26,West,vCmaR@example.com
166,vfzvXb,False,1990-01-25,South,NBAPc@example.com
167,txXSfJ,False,1988-10-15,South,obGJb@example.com
168,CYsujg,False,1981-11-01,West,MQtuQ@example.com
169,SxIHFb,False,1980-07-26,South,TSdAK@example.com
170,OmgDdN,False,1995-06-19,East,MbMCV@example.com
171,klTrhU,True,1985-08-09,West,eEuRS@example.com
172,aShgnj,False,1987-05-21,West,OwMpx@example.com
173,IbaPmq,True,1994-01-15,East,fYDtw@example.com
174,jcMBMy,True,1980-08-16,West,lvooK@example.com
175,OAfAXc,False,1998-02-14,North,AtZLX@example.com
176,OTBxYd,False,1997-11-17,East,NLxEb@example.com
177,yuJzVd,False,1987-07-01,North,Oxyfq@example.com
178,eFdoGC,True,1982-06-02,South,hGeDk@example.com
179,qZBxFf,True,1987-08-23,North,WEeuR@example.com
180,KSHNLl,True,1987-06-25,North,BRNdz@example.com
181,xlrxve,True,1985-04-23,South,vMRbJ@example.com
182,wIthVd,True,1993-06-15,South,FTnkD@example.com
183,RefMQC,True,1997-02-19,North,zzXmx@example.com
184,EDrgsI,False,1990-01-05,West,zCMMV@example.com
185,NTLYFs,True,1981-12-01,West,wegaB@example.com
186,ElIlfR,True,1980-09-30,West,gkTfU@example.com
187,tNDPRY,False,1999-12-18,East,zGBhT@example.com
188,QFHbWR,False,1997-07-21,East,vagZL@example.com
189,njKqra,True,1997-12-30,South,ToqUD@example.com
190,TDuhGb,False,1986-10-05,West,ipJPX@example.com
191,MlvrtL,True,1989-09-07,South,tFykr@example.com
192,ODeciG,True,1995-03-13,East,MZWiL@example.com
193,JoIzwo,False,1981-03-03,North,yqjyZ@example.com
194,NfwoJz,False,1988-07-21,West,aKkex@example.com
195,IcuFap,True,1993-11-04,South,eGEdH@example.com
196,khnraM,False,1999-05-23,South,Trako@example.com
197,jtKARP,False,1994-10-18,West,VwLtN@example.com
198,dScaVS,False,1990-03-03,North,WDHkE@example.com
199,DDKvfb,False,1997-10-31,South,fljDg@example.com
200,qPGRVe,False,1993-11-28,West,BHtDS@example.com
201,RmEBuq,True,1987-08-14,South,FYMGV@example.com
202,rriAfA,True,1997-07-23,North,kamlW@example.com
203,VsLQQm,False,1991-08-08,West,Fhyae@example.com
204,hkFNIj,True,1984-04-25,West,YhPwy@example.com
205,OzNNxW,False,1980-04-10,East,pNmuO@example.com
206,DHGSGh,False,1981-07-07,West,KsRqe@example.com
207,dwpocA,False,1998-11-09,West,FliGo@example.com
208,qxcRdS,False,1992-11-08,South,hwwKn@example.com
209,SFAyCP,False,1991-05-31,North,gUHjT@example.com
210,UxQHqy,False,1989-06-10,East,SOrwG@example.com
211,hdfUrL,True,1993-12-04,West,TVjtW@example.com
212,AimwwB,True,1985-06-14,South,ZkskE@example.com
213,itovrF,True,1980-12-27,East,rVVAa@example.com
214,PHdeJo,False,1986-12-28,North,oHHuZ@example.com
215,LIVTrE,True,1991-07-05,North,KocDb@example.com
216,hsYKuE,False,1988-01-09,North,LyFxj@example.com
217,WqtPQI,False,1999-11-08,East,MHCft@example.com
218,RMJBHw,True,1983-04-07,East,FLKjS@example.com
219,ssjlXz,False,1986-12-03,North,eRgxK@example.com
220,lheRfO,False,1986-07-12,South,qSoSI@example.com
221,RTbrNg,False,1991-08-11,East,MrIUU@example.com
222,tiROQi,True,1995-03-19,South,iZLta@example.com
223,wvJmxo,False,1985-04-28,North,IvIdk@example.com
224,MxBqQy,False,1998-09-24,North,Nhnic@example.com
225,RtXZyo,False,1981-03-23,South,FJvHR@example.com
226,tBYQPh,True,1984-05-19,North,WqDgy@example.com
227,nHTCfR,True,1984-07-06,East,ReWeV@example.com
228,SoNoVh,False,1984-03-31,South,jeqGb@example.com
229,wXlxsb,False,1995-08-01,South,iaHxT@example.com
230,cAmZtb,False,1993-06-14,North,XqJXS@example.com
231,WRHPho,False,1999-02-09,South,MMqto@example.com
232,RKhKxa,False,1987-07-12,East,oDvRo@example.com
233,enRCLB,False,1989-05-22,North,kYnwe@example.com
234,fopcvP,False,1982-05-08,North,ssOBR@example.com
235,xfVFaA,True,1997-09-13,West,JiXEi@example.com
236,mhwFmv,True,1984-12-02,North,DZwHJ@example.com
237,IeYdBA,True,1985-01-01,North,prYCM@example.com
238,ZCuyHZ,True,1990-06-18,East,nAkln@example.com
239,naPrMG,False,1985-05-12,North,VAGyy@example.com
240,OMrcCQ,False,1997-03-26,East,qDIUq@example.com
241,jOyKGQ,True,1996-08-06,North,fsUiy@example.com
242,dOxpck,False,1988-12-23,East,rUjsi@example.com
243,cWAZCn,False,1980-02-25,East,CNwGE@example.com
244,NjsOTr,True,1981-08-27,West,KMymL@example.com
245,gtUMUu,False,1992-06-10,South,FzucW@example.com
246,YzzWBP,False,1986-07-08,East,mWWfw@example.com
247,LeFQCq,False,1994-02-27,West,oEEii@example.com
248,eIpFwJ,False,1997-03-03,East,pFKBX@example.com
249,scTsZo,False,1980-08-31,South,DhIPc@example.com
250,YXdHsP,True,1986-05-16,North,ePhru@example.com
251,JXhFOb,True,1999-11-10,East,xIkip@example.com
252,dOttDF,True,1983-11-28,West,jSwLi@example.com
253,JXtNDB,True,1992-06-08,North,COaif@example.com
254,uHmfMz,False,1984-05-24,South,Culyt@example.com
255,uDnnxZ,True,1998-11-26,North,ymVuq@example.com
256,oVzgSx,True,1982-04-08,West,WuroJ@example.com
257,UxeJRq,False,1995-03-12,West,TFBsI@example.com
258,sdCUSL,True,1994-09-08,North,YbUjm@example.com
259,WHPAgk,False,1984-09-18,East,sAaFu@example.com
260,hPbCtP,True,1985-05-21,South,elzcp@example.com
261,CFeqZL,True,1988-05-08,South,etjhq@example.com
262,BNQdYH,False,1991-10-26,West,JynXj@example.com
263,xJrTOH,True,1989-09-23,North,uAfPs@example.com
264,jYwVcg,False,1982-08-28,North,MIvPi@example.com
265,hiqKrW,False,1982-12-07,South,gAJaH@example.com
266,URnHCg,False,1991-12-11,South,IvcwM@example.com
267,pBAiWi,False,1988-05-23,South,gPVAO@example.com
268,ILFRDQ,True,1989-08-19,South,LRYfj@example.com
269,bcHDHN,False,1981-01-13,East,wNTea@example.com
270,vHzGpX,True,1984-03-29,West,XKnAF@example.com
271,zPJpdd,False,1997-09-16,South,TwycT@example.com
272,wzkFqL,False,1985-07-17,East,xcFtw@example.com
273,MSYgtD,False,1997-11-04,East,JNbnp@example.com
274,qynmfp,False,1982-11-01,East,vxpbf@example.com
275,tFmSir,True,1999-11-13,West,MBujB@example.com
276,EqNzAz,False,1996-04-24,North,ghzUr@example.com
277,qbXAYl,True,1990-07-22,West,xGVUW@example.com
278,sczTIy,True,1981-06-15,South,QDcqb@example.com
279,BSwTLN,False,1988-09-14,South,FLQfA@example.com
280,tuDkCd,False,1991-06-03,North,LrHpu@example.com
281,ANoZJg,False,1991-08-21,South,jMLMe@example.com
282,YuPrWN,True,1987-03-21,West,VYPDZ@example.com
283,kAAchr,False,1991-10-14,North,GCPKc@example.com
284,yxFArF,False,1996-01-19,North,DlWoJ@example.com
285,iZMprR,False,1986-01-07,South,jAcuj@example.com
286,BKpQtJ,True,1994-04-24,East,oakOI@example.com
287,YEPLJb,False,1980-10-26,North,oyPHf@example.com
288,yYOOEL,True,1984-07-20,West,lKlFL@example.com
289,EiGGRh,True,1985-04-04,North,FxvEC@example.com
290,JbXfaq,False,1986-11-11,West,yCrqQ@example.com
291,hJvOVT,False,1988-06-16,East,hSzBi@example.com
292,MdhkqI,True,1998-11-23,South,uuIDe@example.com
293,BqjVrs,False,1992-05-07,East,zZeMB@example.com
294,OLHKFj,False,1996-11-09,South,pNxyi@example.com
295,mDlYpp,True,1989-12-20,North,EGDvN@example.com
296,kKqsWP,True,1985-02-28,East,NoMZt@example.com
297,ogJtYQ,True,1990-06-08,East,BtXgu@example.com
298,XPpoLs,False,1987-07-18,East,kfpSN@example.com
299,xnykCW,False,1990-06-27,North,ZYCsl@example.com
300,KhGEmI,True,1988-03-29,North,UoOGI@example.com
301,BHcvLf,False,1986-02-14,South,JGHAB@example.com
302,OaCWvW,False,1984-01-11,West,lvNoW@example.com
303,TykYqH,True,1985-12-15,East,iTuaR@example.com
304,VeDBLW,False,1988-01-20,West,NIJfE@example.com
305,VjTjVZ,True,1998-11-24,East,vvjbl@example.com
306,uzWYWT,False,1992-04-05,West,FAeDv@example.com
307,aDfZoZ,False,1997-08-16,South,bFiGJ@example.com
308,CzWSyk,False,1985-02-08,North,XbFPu@example.com
309,fixnjM,False,1981-08-07,West,AkVxL@example.com
310,PDNjSU,True,1992-03-31,North,myLkg@example.com
311,RAeIjh,False,1984-05-29,East,dbExJ@example.com
312,qmnmNX,False,1985-08-10,East,xmjxH@example.com
313,pLaHKd,False,1998-04-17,West,PRTVm@example.com
314,gpvAUK,False,1986-02-26,West,LdMJv@example.com
315,qgVpFl,True,1993-07-19,South,ByuOX@example.com
316,ghMFvC,True,1996-11-15,West,TBLFZ@example.com
317,yBIlmN,True,1992-03-07,East,LwRdQ@example.com
318,TexKeD,False,1997-04-09,East,RLcuW@example.com
319,dCADhr,True,1998-06-11,East,GwOfS@example.com
320,BgkEeA,False,1989-01-21,North,NEPLt@example.com
321,QxAxdy,False,1993-01-02,West,Ihmzn@example.com
322,PLuQME,False,1990-08-02,West,rKxKN@example.com
323,crdZWd,True,1997-01-26,East,NrJrx@example.com
324,WbvNNY,True,1988-11-30,North,nobhB@example.com
325,HvZtTV,False,1996-03-22,North,bTDLp@example.com
326,tJICHs,False,1990-08-22,South,LDpLJ@example.com
327,jBBLla,True,1993-03-01,North,iPgFS@example.com
328,bpJCBQ,True,1990-07-06,South,nlSEh@example.com
329,msoWLf,True,1990-05-07,North,asATA@example.com
330,QvNTak,False,1981-12-04,East,yUYHE@example.com
331,fbFKcM,False,1984-03-18,West,ABtWH@example.com
332,umlScA,False,1995-08-27,South,TzztI@example.com
333,pQMqFI,False,1989-11-02,West,dlkhF@example.com
334,qphIlp,True,1992-07-10,North,LgkzD@example.com
335,dXTVGw,True,1983-02-12,South,HaMQO@example.com
336,zYWIOq,False,1982-11-17,West,UMsbG@example.com
337,vhtNyS,False,1980-03-20,West,XAoYS@example.com
338,pKPVDY,False,1994-10-11,North,BePxB@example.com
339,CgmkHV,True,1985-01-21,East,mPjWS@example.com
340,SeLjnJ,False,1995-05-19,West,lLjYn@example.com
341,FTjNLD,True,1997-06-18,West,oMMVV@example.com
342,yTrXaW,False,1986-09-20,West,gpkmN@example.com
343,YgZymF,True,1980-07-09,North,yfTcP@example.com
344,kVCOtB,True,1980-09-20,North,dywyf@example.com
345,snAzfZ,True,1987-05-29,South,EFpaw@example.com
346,yRVtvD,True,1997-12-03,North,VLxHE@example.com
347,lhnWEv,True,1993-08-19,West,HNZnv@example.com
348,hrtRzI,True,1988-10-07,West,oGrzo@example.com
349,JnQYHz,False,1988-10-05,South,HnBrJ@example.com
350,iPiLzV,False,1988-08-31,West,AGfNj@example.com
351,CHdbSX,False,1982-06-08,East,aUAzj@example.com
352,INvRmK,False,1990-02-15,North,NIeSr@example.com
353,aAtGIG,False,1986-10-31,East,JQkfm@example.com
354,zzaCaB,True,1982-05-04,East,ppNyJ@example.com
355,oYaQJP,True,1983-12-26,West,WkIqj@example.com
356,VffhjB,True,1995-06-15,South,uiiIq@example.com
357,QnutvD,False,1980-08-07,West,AyEvL@example.com
358,ZlJSHS,True,1981-07-23,North,lnWRt@example.com
359,NetCca,True,1984-08-13,East,pLRqq@example.com
360,izwODS,False,1994-10-17,West,DNaWc@example.com
361,eBckTU,False,1990-03-13,North,vHhxo@example.com
362,ycdWUD,True,1991-08-18,South,QkInR@example.com
363,bWqXEN,True,1987-04-30,West,bwtDM@example.com
364,LueimR,False,1983-07-10,South,PGwod@example.com
365,uUrNhZ,True,1992-01-12,South,iLWEX@example.com
366,LAYcwR,True,1996-08-31,East,XOuXK@example.com
367,rNXuOb,True,1999-06-01,North,mZEdc@example.com
368,oZzsWw,False,1999-07-10,West,rBwoy@example.com
369,JIeGPL,False,1989-09-10,North,TdYMQ@example.com
370,eiLGMq,True,1990-08-25,East,TEDDw@example.com
371,faqsog,False,1992-11-24,West,rCICQ@example.com
372,jxCvbs,False,1984-07-20,West,JhOTK@example.com
373,eFqupu,True,1995-05-12,South,MXsOM@example.com
374,eUVYDi,False,1984-07-10,North,lqlsk@example.com
375,thpzdw,True,1989-12-30,South,YnFWh@example.com
376,vzdnmG,True,1988-12-14,North,HwPPR@example.com
377,EkfpXr,True,1985-07-15,West,dZtDZ@example.com
378,GPrrQS,True,1992-10-07,East,XTrCo@example.com
379,YhqXkq,False,1990-05-18,East,rddeD@example.com
380,YYpKzD,False,1996-07-14,South,fiASD@example.com
381,mtQufD,True,1994-06-30,North,yHjdJ@example.com
382,ECJCXy,True,1995-09-15,South,QyUZh@example.com
383,KwpKQP,True,1986-09-02,North,rjDxO@example.com
384,vzGmIL,False,1998-06-20,East,MXUup@example.com
385,PdZyuA,False,1985-08-02,West,Guaqh@example.com
386,VJCPsU,False,1993-11-08,North,SENBH@example.com
387,BHeNIs,True,1990-04-08,East,kQWUL@example.com
388,HcZJuN,False,1994-10-13,West,Djhqf@example.com
389,YwanAA,True,1992-10-02,West,BXcgs@example.com
390,EDxuOE,True,1995-09-02,South,dTWIk@example.com
391,ArbfvY,True,1999-11-11,East,iZmVO@example.com
392,gWhqxk,True,1999-10-17,South,bTXgX@example.com
393,zywKqp,True,1986-07-19,North,bTSkc@example.com
394,QfSHJi,False,1981-06-30,North,wkOEg@example.com
395,ZmjiDX,False,1996-03-14,West,YAEAi@example.com
396,mvjHwb,False,1991-01-25,East,kWMsZ@example.com
397,FkEuKk,False,1992-05-25,East,vkeAy@example.com
398,NQdfTj,True,1981-09-18,South,AXatv@example.com
399,qxnSBH,False,1997-03-11,South,Yfsqd@example.com
400,FFEsRG,False,1990-02-11,East,XHlKH@example.com
401,QKpFeg,True,1984-08-25,West,QTaYL@example.com
402,gpjKAv,False,1990-05-14,West,UcSja@example.com
403,htjHKH,False,1994-04-30,West,AhycF@example.com
404,ZCzhqx,False,1996-10-24,South,kMpGQ@example.com
405,csahQY,True,1987-09-16,West,vjAhQ@example.com
406,AzJvRz,False,1999-03-12,East,IsWOb@example.com
407,ebNpoB,True,1980-11-05,West,kutRG@example.com
408,ixMNCf,False,1982-07-28,North,bbbyM@example.com
409,fOQtQc,False,1983-01-23,South,hvCNL@example.com
410,LCZfRN,False,1996-10-16,North,ifslv@example.com
411,pZxsQw,False,1990-05-07,South,dYyvU@example.com
412,ZOmQEs,True,1992-04-19,East,wSQay@example.com
413,KGihkk,True,1996-01-02,East,UnqCX@example.com
414,dsoCqK,True,1990-07-23,North,IfzRD@example.com
415,pnSZJe,True,1983-08-14,South,gAPhI@example.com
416,YOVZTg,False,1980-05-27,West,MLoFm@example.com
417,TmKRNJ,False,1983-12-22,South,nLpKy@example.com
418,zEnvxG,False,1991-12-28,West,EAZnU@example.com
419,TeAoWt,False,1983-10-11,East,rthMS@example.com
420,XraOMM,True,1997-02-15,North,MPGPY@example.com
421,xIsdBl,True,1986-02-16,West,aHRmu@example.com
422,wlnRrE,False,1988-01-12,East,azSjT@example.com
423,DzrJcf,False,1996-01-09,North,YvZxn@example.com
424,OxgSwa,True,1995-02-20,West,wMIAr@example.com
425,XkJgHi,False,1989-11-30,South,ZjrTO@example.com
426,WoIntU,False,1998-10-05,West,xfSNn@example.com
427,iupKmI,False,1991-09-23,North,OwbCe@example.com
428,KayglJ,True,1996-01-25,North,YRgLg@example.com
429,aKQZvg,True,1982-04-22,South,sxCWY@example.com
430,dtLfqT,False,1986-11-30,South,YjQUA@example.com
431,hONgZh,True,1993-06-01,West,hJOkM@example.com
432,BaHwLG,True,1997-04-28,South,BODBc@example.com
433,hvJSef,False,1984-07-10,West,BCKZi@example.com
434,NEtYqh,False,1985-05-08,South,iJHSl@example.com
435,oeCFFO,False,1980-05-11,East,WLCXw@example.com
436,JSIpAA,True,1980-04-29,South,kcYuu@example.com
437,MpcUXz,False,1984-04-23,South,BvyqL@example.com
438,fzEBYZ,True,1981-06-01,North,pdKIk@example.com
439,WgSDtJ,False,1982-03-02,East,MEdNh@example.com
440,NXOadn,False,1996-03-28,East,ziYYY@example.com
441,cdPAGA,False,1989-04-28,North,uivEm@example.com
442,vKeBGo,False,1998-04-17,East,slXhu@example.com
443,qAkQBu,False,1992-08-09,East,LEIkh@example.com
444,GRJdKL,True,1994-01-04,North,orHBB@example.com
445,SdewxF,True,1992-02-24,West,OFmwQ@example.com
446,qMMgKK,False,1982-09-16,West,CFhTN@example.com
447,iXBOLi,True,1982-05-17,West,LTXcR@example.com
448,gOnUOb,False,1983-11-23,West,nGwiK@example.com
449,PodLDe,False,1994-09-01,East,TzpBe@example.com
450,xszDtn,False,1988-09-23,East,MXSmS@example.com
451,fDLlAc,False,1984-12-08,West,zKwcf@example.com
452,SmythW,True,1998-04-13,East,ORMVH@example.com
453,SCVMvq,True,1993-12-29,North,rInsa@example.com
454,vLoetA,True,1981-07-05,South,LzElw@example.com
455,UjPZXd,False,1986-10-06,West,nZQzF@example.com
456,yoRrCa,True,1982-04-14,West,DFTIc@example.com
457,kDpGyE,True,1997-09-30,East,fRHfe@example.com
458,zOkUNm,False,1985-08-25,South,YmEKF@example.com
459,avmsRT,True,1987-04-11,South,QLcHw@example.com
460,XaISLf,False,1988-09-18,West,xSbuP@example.com
461,BmzdZL,False,1997-04-20,West,MwVlj@example.com
462,eVUBKt,True,1987-06-13,East,Grpvb@example.com
463,YeegQd,True,1997-01-30,West,xUsJs@example.com
464,DwYmnq,True,1999-02-05,East,YoOqK@example.com
465,PKMqod,True,1981-07-07,North,HNiDS@example.com
466,kOEiiy,True,1993-08-25,North,HMNOi@example.com
467,vBYkqn,False,1988-07-29,North,zesBP@example.com
468,giJQKc,False,1996-08-20,North,YqpVe@example.com
469,RremsA,False,1993-03-05,North,vGHNk@example.com
470,JnZbvx,False,1985-03-20,West,Szrws@example.com
